rank,date,ticker,last_price,ret_1m,ret_3m,ret_6m,ret_12m,vol_ann,max_drawdown,from_52w_high,momentum_score,quality_score,composite_score
90,2026-09-11,LLY,1115.699951171875,-0.08439156380888835,-0.037599560193002035,0.1452770956585221,0.19492770866638764,0.35444124709575875,-0.13942696956386313,-0.12859085793120018,0.576530612244898,0.5306122448979592,0.5581632653061225
91,2026-09-11,AXP,324.69000244140625,-0.05635312975922524,0.022257559001478633,0.08187772981269426,-0.02353028197178031,0.23730280765190914,-0.11300720480529669,-0.14953984015306532,0.4897959183673469,0.6530612244897959,0.5551020408163265
92,2026-09-11,MDT,90.95999908447266,0.0022035802504940527,0.14254559115043652,0.05893859301244775,-0.08841025455174789,0.2680400557123049,-0.16807666309586833,-0.11523094678966728,0.47959183673469385,0.6581632653061225,0.5510204081632653
93,2026-09-11,AEE,104.9000015258789,-0.029184098800934644,-0.024072164465500978,-0.03282851304024126,0.043535631976139966,0.19277482607118432,-0.10713164598095204,-0.10713164598095204,0.3163265306122449,0.8979591836734694,0.5489795918367347
94,2026-09-11,PG,145.27000427246094,0.008259317228504814,-0.013385147699753852,-0.020222568559818743,-0.08480450233812709,0.2081596705939999,-0.07148534186698374,-0.11808306665463653,0.35714285714285715,0.8163265306122449,0.5408163265306123
95,2026-09-11,ICE,157.39999389648438,0.04011096274356918,0.13674333213216383,-0.0007254775931658797,0.02848816074073568,0.251618835666305,-0.2647565682414722,-0.09483192375482163,0.3979591836734694,0.75,0.5387755102040817
96,2026-09-11,PYPL,53.720001220703125,-0.0903261592977107,0.3058362701964785,0.21799389600865537,0.5070139026342879,0.4344262132728728,-0.20648725712823113,-0.2864956929952286,0.6785714285714286,0.32653061224489793,0.5377551020408163
97,2026-09-11,GOOGL,338.5,-0.014037473084176466,-0.0532532095764755,0.11652084176573063,0.11529078134134019,0.3594432303016103,-0.21047200943300937,-0.15821396043791514,0.5663265306122449,0.4897959183673469,0.5357142857142858
98,2026-09-11,NVO,43.06999969482422,-0.05970330857781747,-0.007726007017474834,0.18937739977500878,-0.006289555213239262,0.35389849024653275,-0.1548079462504619,-0.2932145531718463,0.6377551020408163,0.37755102040816324,0.5336734693877551
99,2026-09-11,AIG,75.33000183105469,-0.010638265892918719,0.006779019148335452,-0.0026426753790171897,-0.018527654189062437,0.21773999333131278,-0.07896399734682291,-0.11909119572438243,0.3673469387755102,0.7806122448979592,0.5326530612244899
100,2026-09-11,CMG,36.20000076293945,0.1090686715643765,0.15840002441406242,0.11179358833302544,-0.12385815312083637,0.4250285948415154,-0.21830788067796003,-0.14542020204567185,0.6071428571428571,0.41836734693877553,0.5316326530612245
101,2026-09-11,NEM,126.80999755859375,0.07836032428326511,0.3021209042656867,0.11260205621902841,-0.07954839510024103,0.49619300300190167,-0.26047744137485507,-0.05968644749453422,0.5918367346938775,0.4336734693877551,0.5285714285714286
102,2026-09-11,TAL,11.8100004196167,-0.005054714955421202,0.2644539857255175,0.0904894277760333,-0.023569000864809175,0.42321569618578236,-0.29193041406892906,-0.08520522391918628,0.5408163265306123,0.5,0.5244897959183674
