ticker,rank,date,last_price,ret_1m,ret_3m,ret_6m,ret_12m,vol_ann,max_drawdown,from_52w_high,momentum_score,quality_score,composite_score
MU,1,2026-09-14,975.260009765625,0.0701972295105848,-0.0205448446333095,1.4073512027106214,5.487516877383159,0.8142812204786701,-0.3909541844002312,-0.1962408280520384,6.5454,-2.1377,2.2038
VLO,2,2026-09-14,390.4200134277344,0.1823385831159722,0.5333678722009958,0.6699501897759226,1.529968027551579,0.3620228435102481,-0.121171482170306,0.0,1.5236,0.1252,0.8244
INTC,3,2026-09-14,102.94000244140624,0.0197127840844251,-0.1198700132764251,1.2749171810255526,3.182852494449236,0.7964750341982523,-0.4190435941885386,-0.2696182726107015,3.621,-2.0486,0.7862
MPC,4,2026-09-14,395.9299926757813,0.1400261592515834,0.5222350178372699,0.7322089986164448,1.208014886846724,0.3426923716836145,-0.1832866455967858,-0.0087873266176936,1.115,0.2219,0.6685
PSX,5,2026-09-14,259.4700012207031,0.1563399149709361,0.4646106371226541,0.5092246674773435,1.0159484531804792,0.3092473376408714,-0.1727746061591533,-0.0050233820259445,0.8713,0.3893,0.6303
JNJ,6,2026-09-14,265.5799865722656,0.0231152249571444,0.1198330517405779,0.1090097014653859,0.5213727121675116,0.1914523982283192,-0.1095912246161551,-0.0461516590939929,0.2437,0.9787,0.6112
CSX,7,2026-09-14,48.95000076293945,-0.0198880565949681,0.0361833900079127,0.2553408941052353,0.5092603700901797,0.2224262441853375,-0.1158211947363916,-0.0778882810359339,0.2284,0.8237,0.526
TTE,8,2026-09-14,91.88999938964844,0.0477765403330521,0.0475375981636572,0.140728697606367,0.5609952276018222,0.2461895981961669,-0.2008546552226833,-0.0182692212857829,0.294,0.7048,0.4994
TGT,9,2026-09-14,155.8300018310547,0.0118831287730822,0.1838516558662035,0.369413942364327,0.7716359565001374,0.3063703007494599,-0.1333252355863825,-0.0827594185008304,0.5613,0.4037,0.4825
TRV,10,2026-09-14,375.2000122070313,0.0170812984764983,0.2388378624349372,0.2518020698297731,0.3632552189509439,0.2084003641820184,-0.0881123709253197,-0.0522057387150572,0.0431,0.8939,0.4685
MRK,11,2026-09-14,143.92999267578125,0.0828317383276058,0.2004390896150953,0.2599321413399063,0.7468213545417726,0.3058476162761632,-0.1136548557523365,-0.0800255961436859,0.5298,0.4063,0.4681
XOM,12,2026-09-14,165.99000549316406,0.0457891788528401,0.1395962064026696,0.0955433006301453,0.523103679514167,0.2567900373096369,-0.2011225721014881,-0.0190775579448991,0.2459,0.6518,0.4488
SHEL,13,2026-09-14,96.7699966430664,0.0838023048782581,0.1370772078532847,0.1147949446159344,0.3936426269380386,0.2259868796310898,-0.1797771956839418,0.0,0.0817,0.8059,0.4438
RIO,14,2026-09-14,99.95999908447266,0.0092370683469571,-0.0143286184403305,0.1262953255409922,0.6791121770955251,0.302668859124873,-0.2074259102461438,-0.0882275961746631,0.4439,0.4222,0.433
AMD,15,2026-09-14,516.1300048828125,0.0687470496977815,0.0566690387634774,1.6101445865523418,2.3155393521792664,0.7182173959290982,-0.2776075108828485,-0.1115146429851384,2.5204,-1.6571,0.4317
CVX,16,2026-09-14,214.05999755859372,0.0983119191269457,0.1620284412370187,0.1062895957896659,0.4059715000007515,0.2345098502664656,-0.2081099638965056,0.0,0.0973,0.7632,0.4303
UNP,17,2026-09-14,284.3999938964844,-0.0272706444402345,0.0650060094457494,0.1765843129607898,0.3441677234965281,0.2235639503330716,-0.1228227667331166,-0.0801629195627841,0.0189,0.818,0.4184
AAPL,18,2026-09-14,332.2699890136719,0.0993217171668217,0.1249080469840651,0.3014659839756188,0.4497994775417244,0.2508074799615219,-0.1379852395375441,-0.0221225028825761,0.1529,0.6817,0.4173
PBR,19,2026-09-14,21.200000762939453,0.2287051383413192,0.196370837840168,0.1659847634976858,0.747135004456293,0.3294008482939269,-0.2685844736474377,-0.0084190086479262,0.5302,0.2884,0.4093
MRVL,20,2026-09-14,236.1000061035156,0.0876174871569399,-0.1587108836894505,1.6950664053995208,2.5531321046481628,0.7904221624673987,-0.4834867016630264,-0.2536793302014302,2.8219,-2.0184,0.4018
CB,21,2026-09-14,338.25,-0.0118200620272862,0.0378141267671943,0.0357295607246104,0.2065997681896902,0.1959253593657125,-0.0935509077365082,-0.0666524971929115,-0.1557,0.9563,0.4003
BAC,22,2026-09-14,62.68999862670898,-0.0277758024907547,0.1423105277725684,0.343883496018962,0.2616018216902869,0.2117424181682327,-0.1793167367144001,-0.0277758024907547,-0.0859,0.8772,0.3956
NSC,23,2026-09-14,320.2699890136719,-0.0451388285475512,0.0354474716425259,0.1087296155675481,0.189470811310676,0.206122589735254,-0.1247206990165759,-0.0926681992027111,-0.1774,0.9053,0.3639
AMAT,24,2026-09-14,456.489990234375,-0.1663265634835186,-0.1730998049483116,0.3566170098704435,1.6977073679403754,0.5951906186553576,-0.3964368989415091,-0.3679417499177511,1.7364,-1.0415,0.3475
CAT,25,2026-09-14,818.5700073242188,-0.0432795340326648,-0.0863846668743935,0.1726295554265016,0.914642453509452,0.397160011375416,-0.2669684024407442,-0.2298915487645834,0.7428,-0.0506,0.3461
CSCO,26,2026-09-14,112.12999725341795,-0.0948498568010406,-0.0761760632528016,0.4556128352518691,0.6908229350234771,0.3408298768744038,-0.1704466826823557,-0.1342348373165791,0.4588,0.2312,0.345
JPM,27,2026-09-14,356.2300109863281,-0.0245084119309877,0.1414552630644829,0.2713989331656861,0.1881297814738822,0.2206187901870077,-0.154717373788531,-0.0245084119309877,-0.1791,0.8327,0.3268
COP,28,2026-09-14,137.35000610351562,0.0861437953765551,0.1985619711692516,0.1582708669984993,0.5051543271575383,0.301863678875197,-0.2228168590231196,0.0,0.2232,0.4262,0.3247
BMY,29,2026-09-14,63.63999938964844,-0.0009419367750764,0.1310788428920661,0.1030022530335821,0.4029159699884346,0.2771642230183859,-0.125271880787016,-0.065354636328066,0.0934,0.5498,0.3216
MET,30,2026-09-14,97.13999938964844,0.0049658153254055,0.1160288995868557,0.431760338692623,0.2436277227939398,0.2372520406149759,-0.1746140142237797,-0.02811403346064,-0.1087,0.7495,0.3204
ALL,31,2026-09-14,253.7100067138672,-0.0041982392537017,0.1602946943845471,0.2491247109916046,0.2773161850056456,0.2480847059918016,-0.1148381009025585,-0.0739488569181351,-0.0659,0.6953,0.3147
MS,32,2026-09-14,214.3800048828125,-0.014978838981705,0.013637301219638,0.4038903336206143,0.4010726831968603,0.2798319161940755,-0.1883020764932297,-0.0568361050258746,0.0911,0.5365,0.3138
FTNT,33,2026-09-14,156.07000732421875,-0.0296567341598985,0.0758996963389424,0.8491706694621828,0.9294104154016244,0.4147663645787808,-0.1433613798865981,-0.0967125337026011,0.7615,-0.1387,0.3114
ASML,34,2026-09-14,1698.300048828125,-0.0617489383159385,-0.1047568083814352,0.2609026022178151,1.1258034902817171,0.4654736124588641,-0.2195313939004605,-0.1452386215611495,1.0107,-0.3924,0.3091
C,35,2026-09-14,138.82000732421875,0.0090129777341241,0.0105438495469845,0.328775410468656,0.434494341859267,0.2913178163589983,-0.1476124241155699,-0.0421788572041611,0.1335,0.479,0.3062
TER,36,2026-09-14,379.7200012207031,-0.0567962942762602,-0.0040223595516051,0.3258760256022546,2.292277102995972,0.763114984357152,-0.3398437354578995,-0.2148936222570621,2.4909,-1.8817,0.3046
PRU,37,2026-09-14,119.23999786376952,-0.0173002415529863,0.1324435090635911,0.3240251860041045,0.1735342727549387,0.2260702334933782,-0.2145558041012397,-0.036069947078604,-0.1976,0.8055,0.3039
PFE,38,2026-09-14,27.71999931335449,0.053591785482068,0.0777581020054036,0.0674051236281452,0.1932447623964499,0.2361999511182237,-0.1572429309198753,-0.0447967306651572,-0.1726,0.7548,0.2911
BP,39,2026-09-14,46.09999847412109,0.087038842213005,0.093406287174955,0.1195544548952005,0.4062924780788239,0.2908036766589814,-0.2323423255356268,-0.0090191536163906,0.0977,0.4816,0.2896
VZ,40,2026-09-14,50.61000061035156,0.0772669455829127,0.0965648630978799,0.0319364101490318,0.2249006132393256,0.2498502596925204,-0.1704638719015396,0.0,-0.1325,0.6865,0.277
LIN,41,2026-09-14,466.2200012207031,-0.0243510893452943,-0.0925125783361549,-0.0431791703112726,-0.022840518120862,0.1913135087929651,-0.1918483784577263,-0.1443082944044715,-0.4468,0.9794,0.2663
RSG,42,2026-09-14,222.7400054931641,0.0395781349936399,0.0737336130915056,-0.0077737982209722,-0.0297274195017125,0.1914533777995135,-0.1462880940511386,-0.0354981864577169,-0.4556,0.9787,0.2616
V,43,2026-09-14,370.4500122070313,0.0306883266574542,0.1632603895031108,0.2134015991555402,0.0871137823523859,0.221614204286792,-0.1718050519508285,-0.0356380536246275,-0.3073,0.8278,0.2602
AMGN,44,2026-09-14,377.3500061035156,-0.08800218495854,0.0720083263759023,0.0397820536969639,0.3716894070454777,0.2956738516314279,-0.1656790872624566,-0.1503422267580041,0.0538,0.4572,0.2555
PH,45,2026-09-14,950.22998046875,-0.1097466038312208,0.0551589854712863,0.0577783551440069,0.2448737588298613,0.2648828248447399,-0.1934068978641137,-0.1133528584499663,-0.1071,0.6113,0.2521
GILD,46,2026-09-14,143.72000122070312,0.0577758621154362,0.1493170905694667,0.0019014017612457,0.2511794689772693,0.2669170250363532,-0.2158543150489363,-0.0661995764661094,-0.0991,0.6011,0.251
WM,47,2026-09-14,213.4600067138672,-0.0526538300731246,-0.0200493431767506,-0.0939661994632312,-0.0120648396857238,0.2011881880789868,-0.1387740537363315,-0.1230021776188725,-0.4332,0.93,0.2484
SCHW,48,2026-09-14,107.25,-0.0162543861005757,0.2126577655152139,0.1831291465361073,0.156278210427343,0.2467099232959575,-0.1983441911180932,-0.0563132550809651,-0.2195,0.7022,0.2413
DE,49,2026-09-14,675.739990234375,0.090307644673514,0.1914242349108614,0.1598466168428769,0.4360168851239567,0.3202700569439148,-0.1989802681951341,-0.0324040337371813,0.1354,0.3341,0.2348
SLB,50,2026-09-14,56.060001373291016,0.0711058565738735,0.0062656944498558,0.2712371874294186,0.5939643045017977,0.3610201025418529,-0.2227201867524527,-0.0623813564896584,0.3359,0.1302,0.233
GOOGL,51,2026-09-14,338.5,-0.0140374730841764,-0.0532532095764755,0.1165209541550664,0.4119079606978781,0.3158400620240053,-0.2104720094330093,-0.1582139604379151,0.1048,0.3563,0.2306
VRTX,52,2026-09-14,515.4400024414062,-0.019572743441736,0.1581880112906259,0.0780331649918901,0.2971286427637774,0.2874370759931663,-0.1521125491332261,-0.0762062116581782,-0.0408,0.4984,0.2288
COST,53,2026-09-14,904.77001953125,-0.0471892802629966,-0.0712126297647122,-0.0954795737821613,-0.0562790863197585,0.1980271894788778,-0.1740855392679621,-0.1718980487996175,-0.4893,0.9458,0.2283
ABBV,54,2026-09-14,257.1199951171875,0.0336066923740097,0.1520671705129717,0.1585323822027056,0.2037807764595094,0.2646114811270774,-0.1731523789499868,-0.0332744522423483,-0.1593,0.6126,0.2267
CME,55,2026-09-14,275.5400085449219,0.0559312061414767,0.0558909494860995,-0.1057912106642348,0.0909158241542615,0.2363368017611037,-0.3108934014587985,-0.1272404295469233,-0.3025,0.7541,0.2258
EOG,56,2026-09-14,147.36000061035156,0.0294816350335147,0.0873333584786271,0.1245209739777566,0.270688321935927,0.2825951235936089,-0.1496418907790558,-0.0371774082192081,-0.0744,0.5226,0.2241
ECL,57,2026-09-14,276.17999267578125,-0.0080810259641102,0.0504597251260221,0.0064694142761736,0.0154389397987269,0.2200838781886696,-0.2009451703482829,-0.0994815026284086,-0.3983,0.8354,0.2186
SBUX,58,2026-09-14,98.73999786376952,-0.084641808936711,-0.0290652151064036,-0.0029020663547595,0.2294772271603049,0.2778777245101294,-0.1451104499379439,-0.0898700358741184,-0.1267,0.5462,0.2098
MCD,59,2026-09-14,252.52999877929688,-0.0775301776580652,-0.1069109712011837,-0.209503210648704,-0.1601813298864673,0.1839702362532145,-0.2450590014974007,-0.2450590014974007,-0.6211,1.0161,0.1975
UPS,60,2026-09-14,100.27999877929688,-0.0195470711617762,-0.0623206257216882,0.0582920964769733,0.2624565763115856,0.2926850398827638,-0.1989829610885851,-0.1345662302856189,-0.0848,0.4721,0.1937
DVN,61,2026-09-14,50.22999954223633,0.1197057257873872,0.1339894385416582,0.1009198988064492,0.4603166839952866,0.3446360265396018,-0.2215040362086753,-0.0284757290715262,0.1663,0.2122,0.1892
WFC,62,2026-09-14,90.29000091552734,0.0152929338320535,0.1020433610089881,0.2136550318958363,0.1354944444252548,0.2625864363874614,-0.2301829909719777,-0.0478638931482754,-0.2459,0.6227,0.1884
CVS,63,2026-09-14,94.66000366210938,-0.0006334201628012,-0.0520896004845565,0.263073903500735,0.3079482946555261,0.3073000981355121,-0.1644211325048745,-0.1388242460385547,-0.0271,0.399,0.186
GS,64,2026-09-14,1029.1800537109375,-0.002882177369692,-0.0013705470841139,0.3190503949464873,0.3373036663124757,0.3150050189629388,-0.1942218795070867,-0.1022936063102123,0.0102,0.3605,0.1853
MA,65,2026-09-14,569.1900024414062,0.0169010456876614,0.1719062955910109,0.1484264229690481,-0.027165299953599,0.2253271882190146,-0.2087025584951761,-0.0511285694313837,-0.4523,0.8092,0.1784
MDT,66,2026-09-14,90.95999908447266,0.002203580250494,0.1425455911504365,0.0589385930124477,-0.0035275147824641,0.2338504063040143,-0.2890474716500187,-0.1152310124494501,-0.4223,0.7665,0.1721
LLY,67,2026-09-14,1115.699951171875,-0.0843915638088883,-0.037599560193002,0.1452771674137956,0.4845514577690522,0.3585776260727422,-0.2318226469461353,-0.1285908579312001,0.197,0.1424,0.1697
LRCX,68,2026-09-14,298.2200012207031,-0.0855232448671959,-0.1767900155450065,0.4245551560180189,1.5944842399269343,0.6402539155918415,-0.4176493344029592,-0.3117946819704582,1.6054,-1.267,0.1692
REGN,69,2026-09-14,781.489990234375,-0.019533396804155,0.2795227406795157,0.0495052897265557,0.3824311331536365,0.3366406544804023,-0.2585215184289525,-0.0827905550708255,0.0674,0.2522,0.1598
TMO,70,2026-09-14,609.8200073242188,0.011293340820728,0.2833354034450854,0.2839832160484616,0.2454837259434708,0.3043108711400207,-0.3138269516216651,-0.0444369314225816,-0.1063,0.414,0.1538
WMT,71,2026-09-14,107.1500015258789,-0.0741615311456715,-0.1086595937982243,-0.1396126580983446,0.0526269044264493,0.258498326613483,-0.2334150641343453,-0.199653325090729,-0.3511,0.6432,0.1461
AIG,72,2026-09-14,75.33000183105469,-0.0106382658929187,0.0067790191483354,-0.0026426753790171,-0.0202199590986541,0.241617223950489,-0.1697655686950048,-0.1190911957243824,-0.4435,0.7277,0.1421
ROK,73,2026-09-14,428.3900146484375,-0.0480302596176179,-0.0609286885659349,0.2033365485208138,0.2384335031250024,0.307478258071903,-0.1872830884848609,-0.1320400060298169,-0.1153,0.3981,0.1414
ABNB,74,2026-09-14,170.19000244140625,-0.0549987435084802,0.3004508962425625,0.3327330188612736,0.3830962878547854,0.3482553814112278,-0.172128271428864,-0.1066141604125656,0.0683,0.1941,0.1312
OXY,75,2026-09-14,61.459999084472656,0.0545177958145421,0.113070390568819,0.0619277999274048,0.3620985321360286,0.3522254846703599,-0.2729251994841223,-0.0635989498786153,0.0416,0.1742,0.1079
APD,76,2026-09-14,291.42999267578125,-0.0415694226460156,0.054366301714674,0.0158322592161066,0.015878726591338,0.2680152127052748,-0.2113112616569257,-0.0724402736839774,-0.3977,0.5956,0.0989
AXP,77,2026-09-14,324.69000244140625,-0.0563531297592252,0.0222575590014786,0.0818777298126942,-0.0035132682517193,0.2667259134387074,-0.2389533100062685,-0.1495398401530653,-0.4223,0.602,0.0899
T,78,2026-09-14,26.059999465942383,0.0746391532347374,0.148214759631958,-0.0257269587206202,-0.0746402525050949,0.2511904103189485,-0.2888541354780308,-0.0829780974984188,-0.5126,0.6798,0.0836
ICE,79,2026-09-14,157.39999389648438,0.0401109627435691,0.1367433321321638,-0.0007254775931658,-0.0951241245647495,0.2506409688488283,-0.2934034213708747,-0.0951241245647495,-0.5385,0.6825,0.072
HON,80,2026-09-14,202.3600006103516,-0.1375575839972967,-0.1167889069368939,-0.1662690341799227,-0.0305570618226093,0.2707993520296334,-0.2161760091696879,-0.2154781431949756,-0.4566,0.5817,0.0625
BLK,81,2026-09-14,1079.6500244140625,-0.0652242427829483,0.0674915407459351,0.1824745751721588,-0.0277357972034122,0.27195035314679,-0.22454441911078,-0.08304349142314,-0.453,0.5759,0.0614
PGR,82,2026-09-14,217.6199951171875,0.0494285588144398,0.0764196821492733,0.061649772409146,-0.0684931292117835,0.2634769253005086,-0.1853681785239731,-0.0719037910165374,-0.5048,0.6183,0.0568
DIS,83,2026-09-14,106.5500030517578,0.0322612070497319,0.0700262861181284,0.0798193017947037,-0.076760625297897,0.2634832024107749,-0.2052844375604471,-0.076760625297897,-0.5152,0.6183,0.0515
PANW,84,2026-09-14,330.6499938964844,-0.1456293492338156,0.1828783863643535,0.9667499613356868,0.6671708306549862,0.4535360523317656,-0.3600596483682511,-0.1650252679381707,0.4287,-0.3327,0.048
EMR,85,2026-09-14,152.19000244140625,-0.0677281847060082,0.0747141032894971,0.1599583602711118,0.1244659338003122,0.3218824333227897,-0.2344992254193768,-0.0710176727800142,-0.2599,0.3261,0.0331
GE,86,2026-09-14,323.6600036621094,-0.1140612170961595,-0.0261346215739596,0.0566137720058732,0.1553617985910189,0.3300443110507796,-0.2085149148415584,-0.1509889233888072,-0.2207,0.2852,0.0323
TXN,87,2026-09-14,268.70001220703125,-0.028525920081436,-0.0909600371926642,0.4282979508439717,0.4952999524564978,0.4246921440020866,-0.2336670486279166,-0.1872042458163888,0.2107,-0.1884,0.0111
SHW,88,2026-09-14,323.3099975585937,-0.1003407322261149,0.0226175797347967,0.0226550905900519,-0.1147421094917561,0.2734827172508413,-0.2098516418481958,-0.126097871192957,-0.5634,0.5682,0.0024
MCO,89,2026-09-14,474.9500122070313,-0.0039475599177258,0.0772569970792609,0.1186939701922877,-0.0764034243041467,0.2838776371673407,-0.2360592994442713,-0.1139514949429206,-0.5148,0.5162,0.0007
DHR,90,2026-09-14,200.13999938964844,-0.0274551439856871,0.1093269860939738,0.0790439627916528,0.0330831562481785,0.3144422512011889,-0.3296627678223928,-0.1696644871932195,-0.3759,0.3633,-0.0063
